m_id,me_id,employment_status,eff_dt
6506,154915,Service Start,2008-12-08
121374,173677,Service Start,2017-01-09
124290,222088,Service Start,2017-05-30
88491,186836,Service Start,2012-03-05
6331,255173,Service Start,2017-05-08
17782,260582,Service Start,2015-11-30
73832,215874,Service Start,2012-05-14
29909,185657,Service Start,2007-11-12
55402,180045,Service Start,2013-12-21
108243,129216,Service Start,2017-04-03
48830,167850,Service Start,2015-10-05
95422,152902,Service Start,2009-08-16
42870,137836,Service Start,2013-08-19
24591,210939,Service Start,2007-04-02
79250,146580,Service Start,2000-12-03
505,266649,Service Start,2005-04-11
12255,134650,Service Start,1998-09-07
43047,183216,Service Start,2004-08-01
70964,167429,Service Start,1999-10-08
55448,223924,Service Start,2011-02-21
56352,213173,Service Start,2001-02-26
72286,136835,Service Start,2012-03-07
7496,244876,Service Start,2016-07-01
12054,151023,Service Start,2017-02-27
123074,261428,Service Start,2011-11-06
65426,168898,Service Start,2016-10-31
75708,205857,Service Start,2010-07-12
110724,156377,Service Start,2015-03-02
62125,233145,Service Start,2015-04-27
23485,253014,Service Start,2016-03-07
106469,233126,Service Start,2015-01-05
56504,152320,Service Start,2007-12-03
21367,235598,Service Start,2012-10-01
37412,147757,Service Start,2004-08-02
93728,126387,Service Start,2007-07-01
123165,251777,Service Start,2004-06-21
22200,164361,Service Start,2006-03-06
85184,218903,Service Start,2007-07-01
4862,222296,Service Start,1999-11-08
102566,250793,Service Start,2005-07-01
67990,226436,Service Start,2017-03-01
85350,127405,Service Start,2015-01-05
17939,165359,Service Start,2014-07-21
114660,158640,Service Start,2007-01-01
102278,250436,Service Start,2002-07-08
52833,136160,Service Start,2006-11-19
5403,193911,Service Start,2006-02-20
91339,218879,Service Start,2002-03-25
68405,132305,Service Start,2004-11-29
116449,200349,Service Start,2000-12-03
96595,129613,Service Start,2006-11-27
50137,219377,Service Start,2017-01-16
75089,197630,Service Start,2008-01-28
30321,205428,Service Start,2014-03-03
114082,153607,Service Start,2013-01-07
97913,171692,Service Start,1992-09-14
123225,199336,Service Start,2000-07-08
5231,211409,Service Start,2016-07-11
123268,133836,Service Start,2015-05-18
110676,125179,Service Start,2001-06-25
15954,238091,Service Start,2007-07-09
94596,227619,Service Start,2002-12-23
9630,168713,Service Start,2001-04-02
70684,152631,Service Start,2005-11-28
15164,253667,Service Start,2005-09-26
59928,127457,Service Start,2016-05-16
88590,174550,Entered Old DROP,2017-04-29
54069,145918,Service Start,1994-05-02
7174,206629,Service Start,2006-02-27
30742,171853,Entered Old DROP,2017-04-26
116074,145867,Service Start,2003-03-24
25658,142611,Service Start,2002-09-09
74897,162637,Service Start,2005-04-11
60051,216829,Service Start,2006-02-06
104219,248996,Service Start,2011-02-07
15696,235531,Service Start,2007-03-19
32866,200988,Service Start,2015-04-20
118272,238429,Entered Old DROP,2015-08-31
123036,142780,Service Start,1997-08-01
55562,223976,Service Start,2015-07-06
43337,182632,Service Start,1990-12-10
63714,203942,Service Start,2002-04-15
89801,176599,Service Start,1999-11-08
61974,215807,Service Start,2012-06-04
38896,164252,Service Start,2007-01-01
101387,239271,Service Start,2008-09-08
14138,186519,Service Start,2006-03-27
64676,249228,Service Start,2006-10-23
42073,135727,Service Start,2003-02-03
9906,230735,Service Start,2013-05-06
9305,208081,Service Start,1994-03-17
82429,235976,Service Start,2001-10-15
25570,195133,Service Start,2004-07-05
8217,176407,Service Start,2008-12-15
8509,147912,Service Start,1995-09-05
17002,199231,Service Start,2003-09-29
87608,207098,Service Start,2003-08-04
31928,167153,Service Start,2011-12-31
31191,248843,Service Start,1999-03-22
11768,203554,Service Start,2008-10-14
93708,236387,Service Start,2005-01-03
23615,169704,Service Start,2000-04-24
97197,208726,Service Start,2017-01-21
81565,193849,Service Start,2015-03-09
123274,127410,Service Start,2011-01-03
102548,140579,Service Start,2002-12-15
19920,199905,Service Start,2003-07-14
59618,144567,Service Start,2014-06-16
69255,260969,Service Start,2015-12-28
31344,172879,Service Start,2010-08-02
23238,220142,Service Start,2007-07-01
39898,156800,Service Start,2016-04-18
22119,150455,Service Start,2003-06-02
17347,258050,Service Start,2017-05-19
43823,177067,Service Start,2006-07-29
65341,182210,Service Start,2004-12-06
62508,133907,Service Start,2017-06-05
64793,175334,Service Start,1999-11-22
2965,171902,Service Start,2015-05-11
88170,178337,Service Start,2016-11-21
90382,165430,Service Start,2001-10-22
103286,155759,Service Start,2012-09-10
33486,233897,Service Start,2000-01-28
82648,185882,Service Start,2013-10-21
50386,152043,Service Start,2002-02-25
14378,248652,Service Start,1994-07-18
11184,130595,Service Start,2007-01-22
31240,210771,Service Start,1999-07-09
50923,137047,Service Start,2001-08-13
119975,165407,Service Start,2005-03-21
27977,161195,Service Start,1998-05-29
124596,195736,Service Start,2008-02-07
2943,199215,Service Start,2014-07-01
4057,155461,Service Start,2006-10-30
25977,205024,Service Start,2007-06-11
21913,171302,Service Start,2008-10-20
105845,191292,Entered Old DROP,2015-06-26
79676,200505,Service Start,2012-04-23
65151,192443,Service Start,2000-01-30
67623,172037,Service Start,1992-11-16
115688,133014,Service Start,2013-02-19
64009,175745,Service Start,2017-03-27
5234,150499,Service Start,2007-01-01
98473,211891,Entered Old DROP,2015-02-15
37467,265226,Service Start,2016-09-19
51257,207718,Service Start,2017-06-12
50122,212236,Service Start,2004-02-02
6636,128692,Entered Old DROP,2015-11-30
563,239287,Service Start,2015-06-08
124232,192717,Service Start,2016-09-05
102765,224838,Service Start,2008-09-29
79514,157472,Service Start,2001-04-22
23969,251506,Service Start,2014-07-21
63181,196002,Service Start,2006-01-03
76611,197439,Service Start,1998-12-19
64467,246143,Service Start,2003-09-07
2232,241285,Service Start,2014-06-07
20874,206989,Service Start,1997-12-01
81370,157701,Service Start,1996-10-14
33738,195351,Entered Old DROP,2013-06-28
49859,223496,Service Start,2007-07-01
60808,213984,Service Start,2007-05-21
121456,165796,Service Start,2005-09-25
92361,196103,Service Start,1998-09-28
73897,141186,Service Start,1995-03-06
99581,137397,Service Start,2012-01-16
74515,245778,Service Start,2013-07-01
74026,166569,Service Start,2005-08-22
85203,247012,Entered Reverse DROP,2015-02-01
109871,172305,Service Start,1995-11-06
90882,158001,Service Start,2012-11-05
108285,188922,Service Start,2014-05-27
53086,219154,Service Start,2006-02-06
4112,125313,Hired - Return to Work,2016-01-09
84491,232286,Entered Old DROP,2015-06-29
90136,225732,Service Start,1999-01-17
54460,194309,Service Start,2012-06-22
95275,135901,Service Start,2011-07-18
71806,219823,Service Start,2006-07-01
1388,180335,Service Start,2017-01-09
26282,190983,Service Start,2009-05-08
66957,176380,Service Start,2014-10-06
18969,168863,Service Start,2016-12-11
25992,253775,Service Start,2004-10-11
32084,260121,Service Start,2013-04-22
36190,183057,Service Start,2006-06-12
6722,205723,Service Start,2004-03-15
112295,195921,Service Start,2000-06-23
49537,147968,Service Start,2013-04-22
62961,149822,Service Start,2004-09-20
49402,143628,Service Start,2016-04-20
110593,129183,Service Start,2014-09-19
104655,170928,Service Start,1997-08-29
122375,159112,Service Start,2016-02-22
74752,192275,Service Start,2017-03-06
110356,264215,Service Start,2009-02-21
61894,181772,Service Start,2003-04-07
88677,156816,Service Start,2001-10-19
22989,162086,Service Start,2008-12-01
49992,220876,Service Start,2015-12-26
72982,168292,Service Start,2015-06-28
2472,229530,Service Start,2014-08-31
42434,214644,Service Start,2011-10-03
24310,155510,Service Start,1999-06-28
43478,245058,Service Start,2017-05-29
3159,266142,Service Start,2017-05-15
23729,167110,Service Start,2010-04-12
71388,182234,Service Start,2001-01-08
50267,250680,Service Start,2015-12-28
66062,252611,Service Start,2005-01-17
37728,228080,Service Start,2012-03-12
41587,182831,Service Start,2006-09-25
21486,226646,Service Start,2009-05-08
60809,237163,Service Start,2014-03-10
91296,214442,Service Start,2013-11-24
100291,242561,Service Start,2016-06-29
99856,236404,Service Start,2005-11-04
53785,228423,Service Start,2016-07-18
23183,217794,Service Start,1996-09-02
119611,262270,Service Start,2004-12-06
59777,148463,Service Start,2014-09-22
99948,148234,Service Start,2016-10-03
54684,210549,Service Start,2015-12-13
46189,266159,Service Start,2003-08-11
121636,209749,Service Start,1999-08-23
60324,193667,Service Start,2007-04-14
69083,184730,Service Start,2016-06-25
104955,231803,Service Start,2017-02-27
110017,189810,Service Start,2017-03-20
59341,194955,Service Start,2015-01-19
117118,219721,Service Start,2014-10-27
58757,132058,Service Start,2007-07-23
85220,252554,Service Start,2007-02-26
42130,220324,Service Start,2008-12-29
70466,261188,Service Start,2011-03-28
71414,203709,Service Start,2007-07-01
45183,162107,Service Start,2016-03-07
67799,163026,Service Start,2011-12-15
101686,227710,Service Start,2006-05-22
16895,248246,Service Start,2013-09-03
117912,211159,Service Start,2014-06-02
30772,194990,Service Start,2007-08-17
34295,143580,Service Start,2007-10-01
104228,214271,Service Start,2017-03-06
23257,203765,Service Start,1997-08-24
23232,266900,Service Start,1999-08-02
106564,226349,Service Start,2015-02-02
110164,221364,Service Start,2010-08-16
86726,261552,Service Start,2010-03-29
42254,242307,Service Start,2015-04-10
2785,221469,Service Start,2016-11-21
53171,243750,Service Start,2004-08-16
57644,223331,Service Start,2016-05-09
80696,168274,Service Start,2014-11-13
21089,249973,Service Start,2015-06-22
17030,141261,Service Start,2015-11-30
29773,157310,Service Start,2007-04-23
53910,142799,Service Start,2014-09-19
45321,228075,Service Start,2013-08-07
50534,203405,Service Start,2011-11-04
83692,126571,Service Start,2011-01-03
35933,126438,Service Start,2011-04-08
119661,255885,Service Start,2016-08-15
53630,142878,Service Start,2016-12-05
58750,246891,Service Start,2011-10-03
91104,258809,Service Start,2011-11-16
73988,218613,Service Start,2008-09-22
58967,266136,Service Start,2014-12-15
45011,218403,Service Start,2007-03-26
27112,132244,Service Start,2011-09-19
68119,243574,Service Start,2010-12-20
73779,225497,Service Start,2011-06-13
120551,266308,Service Start,2014-06-02
49109,132508,Service Start,2015-06-29
86641,229549,Service Start,2011-05-02
79304,133616,Service Start,2005-10-10
58911,163399,Service Start,2007-07-01
112100,134475,Service Start,2016-01-04
105421,187487,Service Start,2015-06-22
17788,203258,Service Start,2011-05-02
82758,191880,Service Start,2007-02-17
14085,175851,Service Start,2013-09-06
35563,241876,Service Start,2011-01-03
51016,225025,Service Start,2012-03-13
40646,134434,Service Start,2010-06-01
54911,264485,Service Start,2015-08-31
17239,155686,Service Start,2015-01-12
14755,169317,Service Start,2006-01-09
25921,265179,Service Start,2013-01-11
43488,248307,Service Start,2016-05-02
59089,228818,Service Start,2004-04-05
61124,218792,Service Start,2014-06-02
73981,127881,Service Start,2007-12-03
3582,231124,Service Start,2006-09-07
38277,144466,Service Start,2005-11-21
63249,169090,Service Start,2013-04-22
28626,143417,Service Start,2014-10-06
3620,228028,Service Start,2014-09-08
92459,183189,Service Start,2012-03-02
110934,130416,Service Start,2006-07-24
3742,142485,Service Start,2016-01-02
102084,177283,Service Start,2016-07-28
14512,140202,Service Start,2015-11-05
76670,130460,Service Start,2007-02-12
9834,153772,Service Start,2015-11-16
113477,212121,Service Start,2016-06-27
110367,241992,Service Start,2012-03-02
24403,246571,Service Start,2006-02-13
7931,153259,Service Start,2000-05-08
35777,167130,Service Start,2008-01-28
69134,244145,Service Start,2007-02-05
63535,203780,Service Start,2007-05-14
29922,234181,Service Start,2005-12-19
60758,225627,Service Start,2007-10-29
11898,253381,Service Start,2007-10-31
53372,227968,Service Start,2003-10-09
108510,212612,Service Start,2010-10-25
84068,230850,Service Start,2016-10-03
59544,191199,Service Start,2005-12-11
4586,167364,Service Start,2003-04-07
115736,182809,Service Start,2012-12-14
2661,208163,Service Start,2003-09-04
64319,181596,Service Start,2005-03-01
25190,214502,Service Start,1998-09-14
112053,263612,Service Start,2008-07-21
11602,152570,Entered Old DROP,2015-10-30
103012,252809,Service Start,2007-09-24
114925,125799,Service Start,1996-03-25
31731,183985,Service Start,2007-12-13
95972,160343,Service Start,2001-04-02
109829,125894,Service Start,2004-05-17
115353,229889,Service Start,2000-10-04
46501,151998,Service Start,2003-04-07
6056,203836,Entered Old DROP,2016-12-21
107906,206681,Service Start,1995-07-13
2271,252012,Service Start,2015-11-23
118902,176945,Service Start,2007-06-18
65065,202772,Service Start,2004-12-03
75558,192801,Service Start,2002-04-09
120819,242325,Hired - Return to Work,2016-10-09
5008,259166,Service Start,1999-01-03
5363,151417,Service Start,1997-10-06
43263,202273,Service Start,1998-05-18
29733,190979,Service Start,2017-04-24
84859,253390,Service Start,2016-05-09
77671,218843,Service Start,2016-03-28
24303,126195,Service Start,2016-02-26
12181,167020,Service Start,2001-09-12
107932,132488,Service Start,2002-01-17
45518,191245,Service Start,2007-09-09
18674,131070,Service Start,2005-12-03
80086,162271,Service Start,2007-06-16
76078,155956,Service Start,2011-12-29
111051,209802,Service Start,2002-10-28
61455,255254,Service Start,2002-08-24
43894,228745,Service Start,2013-08-19
33579,172844,Service Start,2017-02-27
34918,125230,Service Start,2016-05-02
102416,246241,Service Start,2006-08-23
91253,258403,Service Start,2016-06-06
1254,200370,Service Start,2017-04-03
52696,214264,Service Start,2017-05-29
88196,160818,Service Start,2008-10-06
44357,227993,Service Start,2016-11-28
52786,241652,Service Start,2002-07-22
121543,138927,Service Start,2015-11-30
101385,131113,Service Start,2006-07-24
26239,187171,Service Start,2008-06-23
40311,180904,Service Start,2008-07-07
105943,225365,Service Start,2013-12-14
28268,245964,Service Start,1998-05-01
15704,245336,Service Start,2007-07-01
330,252698,Service Start,2008-02-25
59766,149330,Service Start,2016-07-11
92517,178706,Service Start,2006-10-09
97547,211680,Service Start,2015-04-20
94382,244797,Service Start,2016-08-08
84198,154180,Service Start,2017-06-19
31069,228997,Service Start,2005-01-23
11128,159512,Service Start,2008-01-07
32938,220184,Service Start,2008-06-11
52116,204732,Service Start,2016-11-04
4095,144230,Service Start,2016-07-18
15321,231669,Service Start,2014-04-07
49346,153663,Service Start,1999-11-22
12663,204325,Service Start,2006-09-11
52475,151010,Service Start,2014-06-09
71871,190739,Service Start,2000-10-15
13760,236656,Service Start,2004-09-20
100818,214777,Service Start,2007-04-21
62110,171064,Non-Presidential Military Leave (Non-Contributing),2017-06-25
113211,193208,Service Start,2002-12-21
82328,198004,Service Start,2007-07-01
9774,210064,Service Start,2005-07-04
14430,129421,Service Start,2014-09-08
119271,252277,Service Start,2005-10-17
14766,241472,Service Start,2013-07-22
112720,199483,Service Start,2008-05-19
24382,249820,Service Start,2010-08-30
84113,162873,Service Start,2007-04-30
101085,138307,Service Start,2017-05-26
119755,210276,Service Start,2017-02-27
53525,195784,Service Start,2002-09-09
115057,162999,Service Start,1997-03-03
46659,133429,Service Start,2004-12-20
18647,132258,Service Start,2011-11-14
120005,144977,Service Start,2008-05-14
37745,176431,Service Start,1999-09-13
29970,160512,Service Start,2005-04-07
121696,205990,Service Start,2007-08-03
109789,203615,Service Start,2017-02-27
56804,229858,Service Start,2015-06-01
78384,136359,Service Start,2005-06-27
49164,145659,Service Start,2007-03-26
73395,262158,Service Start,2012-02-06
116394,193416,Service Start,2012-02-21
99704,250526,Service Start,2016-12-05
105078,246083,Service Start,2009-03-28
51226,169166,Service Start,2016-04-04
73411,255613,Service Start,2010-03-29
25839,169333,Service Start,2013-10-21
65569,210546,Service Start,2013-07-15
12300,127079,Service Start,2014-01-30
16460,222879,Service Start,2010-07-19
61853,183632,Service Start,2015-01-08
98580,163448,Service Start,2007-01-01
38717,208093,Service Start,2011-01-21
123723,253628,Service Start,2008-02-07
93442,175515,Service Start,2014-12-08
117329,215420,Service Start,2014-09-29
84166,235739,Service Start,2011-08-11
84073,259449,Service Start,2013-01-12
36637,244110,Service Start,2006-01-09
13706,140246,Service Start,2016-12-12
23788,214752,Service Start,2016-07-20
31909,241963,Service Start,2008-08-25
47719,247037,Service Start,2009-03-16
37091,221530,Service Start,2010-09-13
20753,144310,Service Start,2011-06-17
78427,263743,Service Start,2003-10-09
57902,237863,Service Start,2017-03-15
57817,156462,Service Start,2012-07-02
55187,192031,Service Start,2016-08-01
83257,156605,Service Start,2013-07-15
81063,249078,Service Start,2001-05-14
90923,253180,Service Start,2007-07-30
56145,192890,Service Start,2001-07-09
12353,138276,Service Start,2013-04-06
105397,260664,Service Start,2005-12-19
114166,127868,Service Start,2002-08-05
59790,140642,Service Start,2005-11-28
26124,173437,Service Start,2002-06-17
82863,139717,Service Start,2015-08-03
86547,203013,Service Start,1996-11-11
75145,207867,Service Start,2015-02-09
113705,130120,Service Start,2012-09-17
44664,151840,Service Start,2004-10-04
62011,224213,Service Start,2007-07-25
86441,191555,Service Start,2009-06-29
63530,134518,Service Start,2007-12-31
27199,193160,Service Start,2003-06-09
12633,162646,Service Start,2012-02-27
84355,223036,Service Start,2007-07-02
107577,157976,Service Start,2008-09-22
103726,261482,Service Start,2010-05-04
45173,194626,Service Start,2004-06-14
77697,193387,Service Start,2015-04-10
18197,192411,Service Start,2009-01-17
25681,177309,Service Start,2014-08-18
27887,237873,Service Start,2010-01-25
297,199398,Service Start,2011-10-03
212,161018,Service Start,2003-09-29
121897,148509,Service Start,2014-01-06
5788,179799,Service Start,2015-03-09
56665,219411,Service Start,2005-07-01
123433,195001,Service Start,2011-12-12
106188,163571,Service Start,2017-03-27
78445,224110,Service Start,2008-09-08
120080,201893,Service Start,2013-11-08
39390,216866,Service Start,2011-07-11
21945,134561,Service Start,2001-06-25
78955,164395,Service Start,2009-10-22
35090,199248,Service Start,2012-01-02
54743,191387,Service Start,2013-02-11
58392,133270,Service Start,2011-07-18
80540,167449,Service Start,2014-05-01
39347,180799,Service Start,2016-07-20
4787,128272,Service Start,2015-10-05
94657,157802,Service Start,2006-02-02
35638,191491,Service Start,2000-11-27
90991,231990,Service Start,2006-12-11
119499,199432,Service Start,2017-01-03
81634,249481,Service Start,2015-09-21
60604,176119,Service Start,2013-01-28
69329,175122,Service Start,2015-05-18
40030,164595,Service Start,2012-02-27
75116,245682,Service Start,2016-11-14
47449,205764,Service Start,2006-04-29
93201,182016,Service Start,2013-05-20
5581,135190,Service Start,2011-08-01
31562,205080,Service Start,2015-07-22
52570,195369,Service Start,2015-12-09
107221,148955,Service Start,2016-02-08
11557,133905,Service Start,2006-02-01
52669,199899,Service Start,2014-09-08
7256,209793,Service Start,2008-02-10
113052,161148,Service Start,2013-09-16
57881,261329,Service Start,2015-01-19
8770,244922,Service Start,2012-10-08
92779,176950,Service Start,2013-03-18
13204,263755,Service Start,2013-11-18
45488,247649,Service Start,2016-12-27
96086,168365,Service Start,2016-10-31
112979,137914,Service Start,1994-10-03
118107,193643,Service Start,2015-12-27
99263,191699,Service Start,2007-06-04
51695,248675,Service Start,2016-07-01
61632,223334,Service Start,2007-11-05
15866,166520,Service Start,2015-07-27
56293,257213,Service Start,1987-09-27
76786,143550,Service Start,2013-10-07
53499,237574,Service Start,1993-01-04
64091,253169,Service Start,2007-04-16
13772,203704,Service Start,2007-07-01
108383,263614,Service Start,2002-07-29
77861,169373,Service Start,2001-12-28
89337,156118,Service Start,1998-11-22
44534,164230,Service Start,2016-11-07
9370,226366,Service Start,2017-03-06
33816,174662,Service Start,2000-11-03
18436,198459,Service Start,2013-08-12
19257,216488,Service Start,2007-11-02
6390,265296,Service Start,1998-12-11
75026,266843,Service Start,1998-05-11
39497,128293,Service Start,1995-07-03
77067,133404,Service Start,2016-05-16
118577,239383,Service Start,2008-07-07
109815,206659,Service Start,2008-01-18
97317,174223,Service Start,1997-07-24
89389,202251,Service Start,1999-08-30
67057,232123,Service Start,1998-11-02
18995,171982,Service Start,2007-05-28
120001,234645,Service Start,2004-07-08
115376,205455,Service Start,2017-03-25
75522,192822,Entered Old DROP,2015-01-02
21322,191807,Service Start,2004-06-05
77566,182836,Service Start,2008-03-24
38799,224923,Service Start,2007-12-31
44530,184856,Service Start,2015-03-30
21825,151002,Service Start,2016-09-12
111571,224146,Service Start,2015-08-17
69538,264847,Service Start,2014-03-10
93898,135503,Service Start,2007-04-09
52090,216117,Service Start,2012-03-19
106554,164060,Service Start,2003-07-22
78451,164635,Service Start,2002-12-09
114302,204831,Service Start,2001-02-05
98234,244983,Service Start,2017-04-24
58182,178045,Service Start,2004-01-05
107658,148106,Service Start,1996-09-15
95696,253586,Service Start,2015-02-13
89713,154091,Service Start,2003-10-02
35936,240033,Service Start,2000-09-11
49249,244496,Service Start,2015-12-12
28047,129896,Service Start,2007-01-15
67564,196664,Service Start,2005-05-30
89367,217101,Service Start,2016-01-25
76719,160979,Service Start,2005-07-11
11877,156589,Service Start,2004-03-08
31364,247904,Service Start,2016-07-05
78941,151447,Service Start,2016-04-16
17906,194217,Service Start,2000-09-18
20144,213634,Service Start,2008-05-12
121408,237230,Service Start,2014-09-08
111251,205183,Service Start,2007-06-01
13597,205885,Service Start,2013-04-06
75374,260801,Service Start,2016-06-29
56543,163777,Service Start,2015-08-14
19502,172168,Service Start,2008-11-24
87402,261295,Service Start,2012-06-18
75109,219336,Service Start,2015-06-01
5769,130972,Service Start,2007-07-01
50988,223284,Service Start,2001-01-08
48529,235830,Service Start,2000-11-13
4207,226908,Service Start,1995-09-05
65804,139546,Service Start,2013-01-07
78691,205392,Service Start,2016-06-06
11449,235423,Service Start,2016-04-25
88890,230093,Service Start,2015-04-13
38940,147553,Service Start,2006-11-13
17216,149512,Service Start,2000-08-27
78508,227308,Service Start,2012-11-13
81306,178345,Entered Old DROP,2015-07-21
52855,222159,Service Start,2000-02-28
98082,165897,Service Start,2013-12-09
91550,197640,Service Start,2017-05-27
103848,233665,Service Start,2016-08-01
115888,132995,Service Start,2007-07-01
95435,127520,Service Start,2007-12-09
71915,127145,Service Start,2001-08-27
32994,225239,Service Start,1998-02-17
71107,135277,Service Start,1995-11-20
113309,194205,Service Start,2012-06-15
111101,249786,Service Start,1997-08-18
18499,170242,Service Start,2008-06-22
93417,230052,Service Start,2001-01-08
122010,180359,Service Start,2007-10-01
38903,188728,Service Start,2016-02-24
49042,193835,Service Start,2014-07-01
62255,210760,Service Start,2007-05-11
45024,157150,Service Start,2014-07-07
45573,236661,Service Start,1999-07-11
67534,196639,Service Start,2008-06-07
29687,157408,Service Start,2002-07-21
56812,258179,Service Start,2003-07-28
64786,129567,Service Start,2006-09-03
36266,158888,Service Start,2007-03-26
12378,261766,Service Start,2016-09-06
5849,186520,Service Start,1999-07-11
50360,159573,Service Start,2001-05-14
75877,261979,Service Start,2009-09-07
94479,193455,Service Start,2009-03-27
7759,174147,Entered Old DROP,2015-01-31
78627,197481,Service Start,2004-08-02
52221,190535,Service Start,2006-03-21
117758,148644,Service Start,2006-06-23
2653,144323,Service Start,2016-07-01
28487,156834,Service Start,2002-04-29
115235,185131,Service Start,2013-11-04
60500,231110,Entered Old DROP,2016-11-13
18311,219762,Service Start,2017-02-27
17608,202647,Service Start,2001-12-30
51790,218015,Service Start,2014-12-08
66451,259730,Service Start,2013-02-11
10242,210263,Service Start,2007-12-10
73618,184284,Service Start,2016-09-12
124368,132589,Service Start,2008-02-07
84675,193308,Service Start,2016-01-04
77203,195992,Service Start,2002-02-23
86470,125596,Service Start,2011-06-13
52363,170495,Service Start,2007-10-26
60381,133032,Service Start,2017-05-29
109764,136887,Service Start,2007-10-19
114530,249727,Service Start,2010-06-01
74550,217793,Service Start,2011-01-10
93909,240216,Service Start,2014-03-07
108965,131078,Service Start,2015-06-21
48183,195882,Service Start,2001-09-24
70855,262784,Service Start,2010-08-16
89709,236681,Service Start,2008-05-05
103135,158851,Service Start,2013-04-08
59411,227494,Service Start,2014-12-15
15759,211467,Service Start,2012-07-26
14762,260435,Service Start,2005-11-28
44982,131208,Service Start,1998-02-22
53482,133873,Service Start,2007-09-03
13466,171748,Service Start,2007-12-31
28987,226802,Service Start,2013-03-25
37680,236682,Service Start,2012-06-18
9771,168458,Service Start,2004-10-25
123377,204710,Service Start,2016-08-15
17441,173527,Service Start,2011-09-06
29939,172919,Service Start,2014-04-07
74510,149201,Service Start,1998-10-26
79967,248023,Service Start,2006-08-28
55225,151812,Service Start,2014-05-01
46970,239770,Service Start,2004-01-20
79914,260038,Service Start,2004-03-08
84962,144463,Service Start,2017-01-09
69816,145145,Service Start,2003-11-17
116591,184311,Service Start,2007-07-09
81053,129466,Service Start,2014-03-01
1732,129615,Service Start,2013-02-25
9479,234387,Service Start,2015-10-12
16097,220022,Service Start,2007-11-02
67313,262611,Service Start,2012-07-02
90457,182151,Service Start,2013-04-08
82895,160639,Service Start,2015-03-09
49580,160363,Service Start,2012-03-05
53844,194095,Service Start,2012-11-09
14551,235775,Service Start,2016-05-16
84584,128818,Service Start,2007-12-17
82416,210525,Service Start,2008-02-16
85679,146513,Service Start,2005-10-02
31723,251072,Service Start,2014-10-13
938,246011,Service Start,2008-02-01
119256,167612,Service Start,2005-12-05
41525,153742,Service Start,2008-06-16
8072,232293,Service Start,2008-01-12
53553,260712,Service Start,2004-02-09
37344,140124,Service Start,2015-07-06
40766,233582,Service Start,2016-01-04
104726,175460,Service Start,2006-04-03
42129,145040,Service Start,2016-03-14
92757,236371,Service Start,2007-09-24
101549,218038,Service Start,2014-09-19
93179,166216,Service Start,2006-07-17
109659,245394,Service Start,2003-12-20
117860,219685,Service Start,2007-04-09
77890,215079,Service Start,2007-02-05
100099,206333,Service Start,2008-01-21
29106,206327,Service Start,2014-09-19
30083,164930,Service Start,2017-03-20
13830,239130,Service Start,2011-01-21
76801,141987,Service Start,2017-03-13
110667,168374,Service Start,2005-09-01
87193,191783,Service Start,2013-04-08
122055,214186,Service Start,2016-01-29
12857,212196,Service Start,2000-06-05
124423,178682,Service Start,2016-05-30
80551,199525,Service Start,2014-06-30
118334,168999,Service Start,2014-03-03
100230,162216,Service Start,2015-05-21
27228,128062,Service Start,2010-09-20
19168,205897,Service Start,2007-09-10
46529,218653,Service Start,2016-05-09
84272,152723,Service Start,2006-12-10
86696,257381,Service Start,2012-01-23
34269,163672,Service Start,2010-07-26
118263,151451,Service Start,2003-05-05
107153,180926,Service Start,2011-10-10
74191,179282,Service Start,2011-01-24
89823,163119,Service Start,2012-02-27
17887,238139,Service Start,2012-01-30
108776,171534,Service Start,2013-09-14
120083,205076,Service Start,2016-02-22
67274,262148,Service Start,1997-08-04
115417,247508,Service Start,2017-06-15
6383,264162,Service Start,2015-07-06
102402,146531,Service Start,2017-03-27
58279,159973,Service Start,2000-04-10
44335,239378,Service Start,2007-07-01
92046,186571,Service Start,2015-06-21
25908,185621,Service Start,2013-04-08
30975,246714,Service Start,2015-12-14
101580,202043,Service Start,2010-04-12
25813,198590,Service Start,2012-11-05
54498,207973,Service Start,2007-05-21
30779,181264,Service Start,2016-02-22
35893,189772,Leave Without Pay,2017-07-01
67124,210438,Service Start,2013-09-23
118288,165461,Service Start,2007-07-01
5398,200229,Service Start,2014-12-03
53564,212126,Service Start,2015-02-09
107717,176848,Service Start,2012-01-16
120636,160480,Service Start,2008-10-10
8711,228208,Service Start,2014-05-19
24811,159160,Service Start,2015-10-19
40475,168653,Service Start,2015-02-09
108271,238158,Service Start,2016-11-28
103953,145616,Service Start,2008-01-14
101430,153306,Service Start,2003-11-03
12331,243363,Service Start,2006-03-06
109053,204333,Service Start,2016-06-06
43786,212474,Service Start,2000-11-20
39941,156422,Service Start,2001-06-25
35497,210538,Service Start,2001-08-17
113451,137017,Service Start,2010-10-29
100048,202894,Service Start,2007-12-11
16058,245268,Service Start,2008-09-15
119740,174623,Service Start,2016-07-20
15570,192484,Service Start,2011-10-31
80804,190433,Service Start,2009-08-10
48190,266111,Service Start,2015-06-01
10305,247065,Service Start,2013-05-20
65747,213012,Service Start,2004-10-25
116002,179661,Service Start,2007-07-01
58092,179512,Service Start,2017-04-24
105027,156915,Service Start,2001-12-17
62973,132734,Service Start,2015-07-02
37226,225780,Service Start,2004-11-08
