m_id,me_id,employment_status,eff_dt
64543,239449,Service Start,2005-04-25
82346,251213,Service Start,2006-01-09
72852,222788,Service Start,2005-01-24
95614,206139,Service Start,2009-12-18
46327,236679,Service Start,2004-10-18
35954,190506,Service Start,2015-09-15
60934,207248,Service Start,2016-07-01
12910,213850,Service Start,2007-03-26
27761,198505,Service Start,2017-06-12
119345,179564,Service Start,2007-05-21
23726,154372,Service Start,2002-01-28
76932,166821,Service Start,1999-01-25
5156,165491,Service Start,2004-02-02
10827,238100,Leave Without Pay,2017-07-01
118487,202382,Service Start,2011-09-26
101043,199485,Service Start,2015-12-28
85261,196649,Service Start,1999-07-05
109649,221057,Service Start,2005-10-01
92137,196815,Service Start,2017-01-01
74860,258641,Service Start,2006-01-02
91439,189416,Service Start,2003-06-30
59735,154203,Service Start,1989-12-23
52408,237661,Service Start,2000-12-31
69048,242316,Service Start,2014-10-13
26614,126682,Service Start,2000-06-19
20171,204455,Service Start,2007-01-29
50102,248261,Service Start,2015-03-16
115116,218446,Service Start,2007-07-01
14179,241707,Service Start,2016-03-28
76384,228884,Service Start,2017-05-22
112136,235678,Service Start,2015-01-05
23690,235827,Service Start,2013-05-27
10676,226336,Service Start,2007-06-02
30410,245978,Service Start,2008-04-21
120014,148616,Service Start,2008-04-04
20774,175670,Service Start,2010-01-18
101044,210095,Service Start,2007-07-01
85774,133029,Service Start,2000-05-15
24983,254288,Service Start,2012-10-08
52507,192967,Service Start,2011-08-27
62638,189330,Service Start,2002-01-02
37677,193866,Service Start,2004-03-15
78408,201379,Service Start,2011-12-12
65316,135126,Service Start,2016-06-06
59395,192995,Service Start,2017-04-26
100560,241351,Service Start,2012-11-18
65244,223141,Service Start,2016-11-21
71170,217980,Service Start,2013-08-19
80082,250907,Service Start,2016-08-07
95901,186285,Service Start,1994-06-17
103204,240456,Service Start,1997-12-07
106849,146303,Service Start,2005-10-08
91733,220869,Service Start,1994-08-01
100194,130221,Service Start,2017-03-29
21548,246317,Service Start,2016-02-29
92445,159781,Service Start,1999-10-18
10097,216674,Service Start,2013-08-05
102106,240748,Service Start,2013-04-08
100465,202565,Service Start,2005-08-29
51864,261767,Service Start,2014-12-01
112554,151754,Service Start,2008-06-16
21172,195175,Service Start,2004-12-20
39665,238862,Service Start,2006-10-30
63262,146313,Service Start,2007-06-03
76185,255131,Service Start,2015-07-12
13957,228568,Service Start,2002-10-21
2388,177668,Service Start,2000-09-11
61364,206432,Service Start,2014-10-27
44277,247019,Service Start,2014-03-10
27941,185014,Service Start,2016-09-27
1158,250896,Service Start,2007-07-30
99566,255265,Service Start,2005-02-07
69151,134796,Service Start,2008-07-07
2493,193375,Service Start,2007-07-01
27913,190802,Service Start,1997-11-17
119237,137368,Service Start,2004-12-18
90013,185152,Service Start,2010-11-01
101260,160541,Service Start,2013-06-22
116351,143936,Service Start,1996-01-16
115817,260392,Service Start,2008-05-19
45085,188814,Service Start,1997-06-13
107075,162410,Service Start,2013-08-18
105837,260870,Service Start,1999-01-11
41287,220867,Service Start,2008-02-25
29266,255902,Service Start,2016-07-01
86203,210229,Service Start,2008-01-02
85154,227094,Service Start,2008-08-18
87597,128402,Service Start,1998-07-27
62321,134818,Service Start,1998-12-11
9491,231695,Service Start,2002-12-09
83067,233670,Service Start,1994-01-03
108657,141746,Service Start,2015-10-05
119732,135227,Service Start,2016-11-14
26848,229929,Service Start,2013-03-25
20012,248440,Service Start,2003-10-06
77734,229919,Service Start,1999-08-23
6101,156142,Service Start,2007-07-01
21118,207669,Service Start,1999-01-11
100412,200541,Service Start,2007-10-09
28276,196860,Entered Old DROP,2016-01-23
82866,225799,Entered Old DROP,2014-07-23
67037,195365,Service Start,1998-09-08
7983,126473,Service Start,1996-07-11
93944,239236,Service Start,2014-10-06
88012,233872,Service Start,2013-08-26
123032,234732,Service Start,2002-06-03
108762,173241,Service Start,2005-05-09
78440,255903,Service Start,2013-03-25
83384,215478,Service Start,2016-08-08
80367,127743,Service Start,2017-01-25
25964,138449,Service Start,2012-02-27
54941,134884,Service Start,2012-01-04
68327,211230,Service Start,1998-01-22
64933,231217,Service Start,2010-04-04
90498,178168,Entered Old DROP,2014-12-31
83109,203445,Service Start,2008-01-07
3686,228031,Service Start,2015-10-12
39211,187453,Service Start,2007-01-01
51173,164580,Service Start,2015-10-12
4549,241864,Service Start,2005-02-07
35975,230776,Service Start,2013-01-14
57738,210105,Service Start,2017-03-31
7640,206247,Service Start,2007-03-26
112096,193581,Service Start,2015-04-20
88304,209777,Service Start,2006-06-12
124287,139023,Service Start,2012-02-27
61875,204155,Service Start,2007-10-19
19602,162334,Service Start,2017-05-31
50188,230564,Service Start,1996-09-16
43409,161027,Service Start,2017-04-29
20865,193069,Service Start,2014-06-19
710,228500,Service Start,2008-04-07
81507,266733,Service Start,1992-01-20
117449,186444,Service Start,2000-12-03
28686,178065,Service Start,2006-11-20
2278,228640,Service Start,2002-09-30
108780,181552,Service Start,1994-08-01
81567,136913,Service Start,2006-09-18
17198,170210,Service Start,2016-02-15
96322,126246,Service Start,2014-01-03
117125,201028,Service Start,2006-06-26
45996,174840,Leave Without Pay,2017-04-21
82935,265484,Service Start,2005-01-16
78898,158332,Service Start,2011-01-10
78291,219548,Service Start,2011-09-21
45468,227996,Service Start,2013-02-25
123567,238951,Service Start,2001-06-01
41836,158166,Service Start,2007-07-01
58526,154527,Service Start,2014-06-19
87388,258220,Service Start,2007-07-01
28477,216391,Service Start,2015-06-28
108100,143791,Service Start,2015-04-13
56074,178790,Service Start,2016-10-10
102952,165943,Service Start,2015-05-16
17064,166806,Service Start,2012-11-18
111098,152062,Service Start,2015-01-08
86188,148484,Service Start,2013-02-25
103837,178817,Service Start,2007-02-19
4606,216577,Service Start,2009-03-09
15914,240870,Service Start,2008-07-28
101626,212771,Service Start,2016-02-29
25106,145297,Service Start,2013-04-22
52849,158080,Service Start,2001-07-09
43844,242240,Service Start,2015-07-27
101925,204466,Service Start,2014-09-29
99513,151273,Service Start,2014-06-30
74560,252995,Service Start,2002-05-06
39546,136319,Service Start,2006-05-28
37984,147452,Entered Old DROP,2015-11-30
67253,135484,Service Start,2006-11-06
16326,129473,Service Start,1994-07-05
102679,138376,Service Start,2008-04-12
120587,136349,Service Start,2002-09-09
90520,214203,Service Start,2015-08-03
36119,247343,Service Start,2016-09-19
40422,173146,Service Start,2017-03-13
77443,191646,Service Start,2015-05-18
36142,176197,Service Start,2012-01-02
55403,184595,Service Start,2007-07-01
58142,222099,Service Start,2007-07-01
49246,134802,Service Start,2016-01-19
22684,230382,Service Start,2012-09-14
50783,130312,Service Start,2015-09-07
21163,238334,Service Start,2014-10-27
89116,255274,Service Start,2015-11-20
122346,244865,Service Start,2014-06-13
77698,216976,Service Start,2002-12-13
36831,258728,Service Start,2008-03-17
99319,196295,Service Start,2008-01-01
66559,166269,Service Start,2002-06-29
25504,133092,Service Start,2006-03-11
66277,193735,Service Start,2012-02-13
27166,135322,Service Start,2015-09-28
27361,223569,Service Start,2016-11-21
81677,203873,Service Start,2016-07-11
77161,134670,Service Start,2014-06-30
17969,183143,Service Start,2015-02-23
37083,181484,Service Start,2011-10-14
72073,222249,Service Start,2000-10-02
59610,201561,Service Start,2015-11-06
104683,260140,Service Start,2014-06-16
33860,141387,Service Start,2013-09-14
100693,218773,Service Start,2012-06-22
8274,152040,Service Start,2013-04-06
111117,154508,Service Start,2005-09-26
36143,200426,Service Start,2017-05-22
24553,246789,Service Start,2014-09-08
81071,204804,Service Start,2000-01-24
73878,211929,Service Start,2010-07-12
29634,249072,Service Start,2007-07-01
85534,232351,Service Start,2015-06-15
61102,195219,Service Start,2016-01-04
12587,230946,Service Start,2012-03-01
64441,264522,Service Start,2016-10-10
32419,156529,Service Start,2014-09-22
118862,246979,Service Start,2010-05-17
118237,142751,Service Start,1995-09-05
69724,217630,Service Start,2015-07-13
35098,236833,Service Start,2013-01-07
1067,166339,Service Start,2005-12-12
109582,188762,Service Start,2007-12-14
37923,157145,Service Start,2017-04-10
15342,189520,Service Start,1997-01-17
31501,187580,Service Start,2009-08-05
22940,166623,Service Start,2015-10-05
111260,169134,Service Start,2006-07-14
30238,130554,Service Start,2004-12-20
119579,161686,Service Start,2012-08-20
15626,189497,Service Start,2015-11-30
110457,137920,Service Start,1995-02-23
58981,237758,Service Start,1995-01-23
33589,264559,Service Start,2012-11-12
15025,230514,Service Start,2008-05-08
25602,148564,Service Start,1998-03-11
26164,125669,Service Start,2015-10-05
84621,204740,Service Start,2015-11-09
72863,158103,Service Start,2011-10-03
9146,255653,Service Start,2001-10-04
30735,259955,Service Start,2007-07-01
92799,239563,Service Start,2005-07-10
63712,181438,Service Start,2002-11-04
22911,155565,Service Start,2009-12-14
85199,208068,Service Start,2001-06-04
60282,218973,Service Start,1998-01-05
57030,153847,Service Start,2007-02-12
88004,194714,Service Start,2005-08-14
60613,150594,Service Start,2007-03-26
4151,215320,Service Start,2000-10-02
4909,207697,Service Start,1999-01-02
4325,160057,Service Start,2013-06-03
55874,200304,Service Start,2016-01-10
52986,207649,Service Start,2014-04-11
76477,138296,Service Start,2001-08-27
18913,234430,Service Start,2007-03-18
67265,187039,Service Start,2001-10-19
100462,256742,Service Start,2006-10-23
45683,156231,Service Start,2004-06-21
15324,228940,Service Start,2011-01-03
7394,188920,Service Start,2012-04-23
54893,195083,Leave Without Pay,2017-07-01
112942,135088,Service Start,2014-09-29
45827,162080,Service Start,2016-01-04
2441,189740,Service Start,2016-09-05
89548,235639,Service Start,2013-04-06
9336,200325,Service Start,2016-06-27
31923,179468,Service Start,2012-12-03
99570,239685,Service Start,1989-01-01
2997,231656,Service Start,2012-10-08
16586,183755,Service Start,2011-11-06
103127,145332,Service Start,2010-10-01
11619,155715,Service Start,2016-03-14
37497,244271,Service Start,2014-01-21
64776,167705,Service Start,2012-11-16
33954,141152,Service Start,2015-03-30
30423,192519,Service Start,2014-11-17
24893,154022,Service Start,2015-04-20
88678,154355,Service Start,2002-04-29
17746,264340,Service Start,2008-01-22
113859,153715,Service Start,1990-02-20
63455,125954,Service Start,2008-01-07
71429,206664,Service Start,2007-11-18
71900,148312,Service Start,2017-01-09
6612,234797,Service Start,2017-04-17
53063,237201,Service Start,2001-09-14
96484,134979,Service Start,2017-02-06
52429,172190,Service Start,2012-09-07
71454,133038,Service Start,2013-02-19
88026,220071,Service Start,2012-04-30
20139,199706,Service Start,2015-07-06
79549,203140,Service Start,2016-07-01
70601,188352,Service Start,2006-03-13
14763,149986,Service Start,2000-01-18
50601,127823,Service Start,2006-06-12
86128,218853,Service Start,2005-09-12
65518,260370,Service Start,2015-06-15
54416,183753,Service Start,2015-07-13
14130,148624,Service Start,2017-01-16
31556,192499,Service Start,2016-11-28
59398,228719,Service Start,2016-04-04
106825,254475,Service Start,2017-05-01
36023,204349,Service Start,2002-09-30
102643,144421,Service Start,2016-02-07
36172,224588,Service Start,1999-11-01
47544,154211,Service Start,2014-06-02
62048,214597,Service Start,2008-01-05
39921,131882,Service Start,2007-07-02
36387,253434,Service Start,1999-04-25
68048,139360,Service Start,1996-09-16
37472,221189,Service Start,2014-09-29
123926,191126,Service Start,2004-03-29
54849,137469,Service Start,2016-02-22
110460,225254,Service Start,2007-10-08
116744,190162,Service Start,2007-03-19
47878,129438,Service Start,2007-07-01
76964,206459,Service Start,2002-05-06
16147,223209,Service Start,1995-07-01
84552,179930,Service Start,2012-06-25
77574,224169,Service Start,1996-11-11
16272,213118,Service Start,2015-06-22
122022,232744,Service Start,2000-05-08
104746,218528,Service Start,2013-09-09
35274,233556,Service Start,2009-10-19
103229,169017,Service Start,2015-06-01
78921,152927,Entered Old DROP,2015-02-18
76523,224219,Service Start,2010-08-23
118717,142084,Service Start,2002-12-23
63091,180344,Service Start,1997-11-21
35145,133592,Service Start,2005-11-14
44453,142974,Service Start,2013-10-14
34708,167641,Service Start,2015-06-22
38234,144021,Service Start,2003-12-08
38349,165139,Service Start,2000-04-10
86323,169942,Service Start,2010-11-01
42736,166641,Service Start,2012-07-21
116140,187564,Service Start,2014-09-22
8087,214162,Service Start,2016-08-22
4500,194612,Service Start,1996-11-25
115938,263741,Service Start,2009-05-25
92574,207078,Service Start,2007-07-09
102147,163270,Service Start,2004-06-21
15470,241840,Service Start,2007-07-20
76486,264058,Service Start,2014-07-21
53052,231637,Service Start,2008-04-04
99415,231259,Entered Old DROP,2015-06-30
32828,243991,Service Start,2007-07-01
95086,223928,Service Start,2004-05-03
29972,194451,Service Start,2016-12-12
45288,223404,Service Start,2012-11-01
53953,207093,Service Start,2013-09-23
121922,259976,Service Start,2016-07-05
5722,145985,Service Start,2013-04-22
25816,138568,Service Start,2007-07-01
32513,211553,Service Start,2001-02-05
9585,141790,Service Start,2004-02-23
10454,246186,Service Start,2007-07-01
77990,138358,Service Start,2017-01-02
114701,149010,Service Start,1999-11-15
21116,246425,Service Start,2013-07-21
60000,199343,Service Start,2001-10-01
60584,222281,Service Start,2013-09-30
78227,125586,Service Start,2010-04-05
119715,243954,Service Start,2016-02-16
40254,157295,Service Start,2013-08-12
104945,199299,Service Start,2016-07-01
25887,125891,Service Start,2008-09-08
103089,182346,Service Start,2005-07-01
98432,225201,Service Start,2015-11-13
51735,219595,Service Start,2006-06-05
97611,235229,Service Start,2003-11-24
64564,260524,Service Start,2015-06-29
49499,155735,Service Start,2008-09-18
54873,161472,Service Start,2008-07-14
32293,266865,Service Start,2007-07-01
119930,206868,Service Start,2004-08-30
12343,188206,Service Start,2007-01-08
24195,169548,Service Start,2007-07-01
12306,220494,Service Start,2007-02-12
42495,160199,Service Start,2007-07-23
70933,250909,Service Start,2007-04-02
90340,128412,Service Start,1995-08-01
75924,205653,Service Start,2014-01-27
37480,171267,Service Start,2011-10-03
23055,150739,Entered Old DROP,2015-10-31
94186,251248,Service Start,1995-03-06
122334,135497,Service Start,2011-09-19
83264,246457,Entered Old DROP,2017-05-31
57917,145626,Service Start,2010-04-05
44562,196141,Service Start,1993-06-25
18942,229934,Service Start,1997-08-18
88132,201252,Service Start,2007-07-01
56952,237226,Service Start,2004-10-12
8863,218119,Service Start,2004-06-21
18651,182010,Service Start,2015-06-19
64811,231692,Service Start,2013-12-02
8216,239424,Service Start,2011-05-02
118599,176283,Service Start,2016-10-10
95601,197916,Service Start,2004-09-12
108230,175156,Service Start,2007-09-17
65901,253966,Entered Old DROP,2016-06-08
38145,156147,Service Start,2015-11-09
3017,175798,Service Start,2013-04-06
1809,125664,Service Start,2007-01-01
104257,248092,Service Start,2005-08-15
100893,204736,Service Start,2002-02-04
80736,164534,Service Start,1999-06-21
54851,199555,Service Start,2009-06-29
44756,182308,Service Start,2005-01-23
87042,177710,Service Start,2009-01-26
51079,171107,Service Start,2013-11-18
12240,242615,Service Start,2016-01-19
14310,243863,Service Start,2007-07-01
3632,237627,Service Start,2007-07-01
101738,133210,Service Start,2017-04-24
61302,204471,Entered Old DROP,2014-09-30
68925,195023,Service Start,2010-11-15
110256,217268,Service Start,2007-05-18
71397,152834,Service Start,2014-11-03
103289,182622,Service Start,2011-10-14
15845,154400,Entered Old DROP,2013-09-18
3749,208268,Service Start,2016-12-05
81740,217376,Service Start,2007-01-02
67470,185199,Service Start,2003-08-04
49778,232166,Service Start,2014-05-06
88614,190960,Service Start,2015-01-05
57499,214316,Service Start,2007-07-01
36701,215889,Service Start,1995-08-21
119110,226171,Service Start,2000-02-07
106587,233771,Service Start,2006-11-25
73580,258408,Service Start,2001-10-21
119062,263365,Service Start,2016-08-08
121906,185390,Service Start,2004-12-06
99366,152363,Service Start,2015-11-16
59865,181533,Entered Old DROP,2015-07-31
86885,196394,Service Start,1998-01-18
110108,200008,Service Start,2000-11-27
116287,257741,Service Start,2007-07-01
106759,184158,Service Start,2004-06-07
92846,212831,Service Start,1995-06-12
79418,241669,Service Start,2012-03-26
24735,133258,Leave Without Pay,2012-08-20
86626,248324,Hired - Return to Work,2014-01-03
68995,281383,Service Start,2003-12-31
70630,212864,Service Start,2001-09-03
9272,242227,Service Start,2006-02-01
30650,209112,Service Start,2003-08-11
108400,221414,Service Start,2014-10-06
17341,250600,Service Start,2001-08-20
77638,155246,Service Start,2012-06-04
84804,229165,Service Start,2004-09-13
72771,129659,Service Start,2001-11-18
90759,223339,Entered Old DROP,2017-04-30
79177,193239,Service Start,2005-04-18
107860,153086,Service Start,2012-10-29
108714,133784,Entered Old DROP,2014-04-04
5434,178735,Service Start,2015-10-05
25172,171337,Service Start,1999-07-29
38288,174982,Service Start,1997-03-31
39424,165809,Service Start,2000-12-03
101496,226841,Service Start,2007-09-03
50242,212713,Service Start,2001-07-09
33859,129603,Service Start,2005-01-29
93656,220095,Service Start,1996-11-11
97986,256200,Service Start,2005-07-04
43310,172676,Service Start,1999-11-22
107856,211523,Service Start,2009-02-13
122717,213971,Service Start,2002-06-29
51194,221198,Service Start,2010-05-17
54691,209091,Entered Old DROP,2015-10-31
41111,223933,Service Start,2005-09-19
101636,181752,Service Start,2005-08-08
88216,224998,Service Start,2002-09-03
52851,257700,Service Start,2006-07-13
62719,131102,Service Start,2017-05-22
28103,145309,Service Start,2007-12-29
48875,239783,Service Start,1998-03-23
28503,128916,Service Start,1999-01-04
121708,162713,Service Start,2000-01-10
101084,143992,Service Start,2007-07-01
14399,160873,Service Start,2012-04-02
37391,142195,Service Start,2007-07-01
49375,212438,Service Start,2013-10-31
15783,261821,Service Start,2016-03-07
89150,238322,Service Start,1995-01-16
32457,232025,Service Start,1999-11-15
39635,159529,Service Start,2009-04-20
33814,243188,Service Start,2013-11-08
108294,153829,Service Start,2017-04-17
72076,252736,Service Start,2016-10-17
47615,178744,Service Start,2013-08-05
123670,146924,Service Start,2007-03-26
43601,197429,Service Start,2004-09-20
97103,216121,Service Start,2012-03-12
55717,206319,Service Start,2015-12-12
71334,263273,Service Start,2014-05-12
94055,261332,Service Start,2013-06-21
51682,241367,Service Start,2015-10-17
44510,180493,Service Start,2003-06-02
97010,134504,Service Start,2014-06-16
46337,228050,Service Start,2011-06-27
58160,157282,Service Start,1994-12-25
61070,125252,Service Start,2002-12-06
109255,259929,Service Start,2005-07-01
116886,138586,Service Start,2012-07-29
4827,171510,Service Start,2005-07-01
80289,259106,Service Start,2004-08-02
73392,185068,Service Start,2006-02-27
86748,251045,Service Start,2006-10-16
99782,189612,Service Start,2016-07-01
94614,251973,Service Start,1997-10-30
69241,249009,Service Start,1999-07-26
15850,140971,Service Start,2001-03-19
67096,146191,Service Start,2016-11-14
28380,167338,Service Start,2003-04-01
64485,195671,Service Start,2010-01-14
91182,172371,Service Start,2014-01-27
108395,188658,Service Start,2007-06-18
87235,224809,Service Start,2006-06-26
110252,235410,Service Start,2007-11-02
8797,258469,Service Start,2007-07-09
67969,154085,Service Start,2014-09-19
60413,178007,Service Start,1995-05-13
2413,191658,Service Start,2006-03-31
28249,183723,Service Start,2013-02-11
82844,190583,Service Start,2015-10-26
108259,231256,Service Start,1998-03-02
3503,208988,Service Start,2013-09-23
14151,247452,Service Start,2017-02-06
27035,259550,Service Start,1995-03-27
92571,150460,Service Start,2008-04-07
90452,181247,Service Start,2015-08-24
46246,224388,Service Start,2014-09-29
58155,137728,Service Start,2015-06-22
21787,226223,Service Start,2015-05-04
38883,201227,Service Start,2014-07-16
72674,149928,Service Start,2005-12-03
116281,156060,Service Start,2015-12-19
78140,219431,Service Start,2007-08-16
56229,145555,Service Start,2005-12-11
122120,163292,Service Start,2008-04-07
71791,209325,Service Start,2008-12-08
71266,203537,Service Start,1993-08-30
33012,202826,Service Start,2005-04-18
18672,165432,Service Start,2001-01-31
124597,231649,Service Start,2007-12-31
27433,185752,Service Start,1998-11-30
113419,209803,Service Start,1998-01-26
801,174129,Service Start,2016-09-26
84129,191848,Service Start,2008-04-14
31890,218770,Service Start,2007-07-01
34907,211309,Service Start,2015-01-12
94968,162952,Service Start,2016-02-01
61918,228756,Service Start,2007-07-16
118692,189364,Service Start,1996-06-24
55642,138960,Service Start,2008-06-30
115730,249405,Service Start,2005-09-26
49863,154736,Service Start,2012-03-19
4114,173914,Service Start,2001-05-26
44053,245007,Service Start,2003-08-06
107951,155535,Service Start,2007-07-01
29393,243042,Service Start,2016-03-14
110768,217973,Service Start,2017-01-25
8482,266594,Service Start,2016-08-20
23881,244296,Service Start,1994-08-04
110967,257771,Service Start,1993-08-16
6100,196045,Service Start,1998-07-31
61221,177933,Service Start,2014-06-15
32153,246708,Service Start,2016-10-10
54574,266757,Service Start,2016-07-11
91387,212823,Service Start,2017-02-06
105186,158960,Service Start,2012-03-26
47000,252411,Service Start,2016-09-26
110749,172884,Service Start,2005-10-31
19426,239764,Service Start,2007-06-10
43305,196080,Service Start,2008-05-12
120355,139714,Service Start,2007-02-15
85205,139671,Service Start,1998-04-18
102916,243793,Service Start,1998-03-30
108888,172237,Service Start,2007-07-01
23862,254521,Service Start,2007-12-31
48322,145318,Service Start,2012-12-17
99364,223420,Service Start,2013-12-16
57876,178519,Service Start,2008-04-26
88429,131194,Service Start,2006-12-16
89144,136606,Service Start,2014-06-30
85001,230918,Service Start,2011-08-08
59337,129593,Service Start,2014-09-22
76576,189880,Service Start,2006-03-20
1918,248396,Service Start,2007-07-01
80450,136770,Service Start,2007-07-01
81150,133567,Service Start,2014-10-06
64397,206938,Service Start,2007-10-08
32733,196666,Service Start,2004-10-07
89759,210704,Service Start,2014-11-17
36347,159972,Service Start,2016-10-10
18474,134375,Service Start,2013-02-11
49968,135939,Service Start,2013-01-07
101495,134116,Service Start,1995-10-02
42847,164316,Service Start,1996-06-24
25888,173873,Service Start,2000-03-27
26824,200134,Service Start,2008-11-24
123548,212908,Service Start,2011-11-06
12019,137678,Service Start,2016-10-10
123238,250273,Service Start,2013-11-18
66373,207146,Service Start,2017-01-17
100883,147762,Service Start,2006-09-18
60427,233015,Service Start,2000-05-15
80835,129902,Service Start,1997-11-14
18448,146207,Service Start,1997-11-23
7945,125968,Service Start,2005-01-23
33108,245347,Service Start,1996-09-16
63271,244403,Service Start,2015-06-08
90183,209364,Service Start,2013-03-15
113681,133500,Service Start,2015-07-20
55986,174513,Service Start,2010-06-28
79386,222027,Service Start,2015-11-20
57523,191558,Service Start,2016-01-25
20205,134983,Service Start,2015-07-13
40870,217802,Service Start,2003-01-31
22251,167191,Service Start,2005-04-11
90243,234108,Service Start,2001-12-31
32963,180067,Service Start,1998-04-18
59030,249200,Service Start,2006-06-26
58532,125065,Service Start,2014-05-12
36183,174875,Service Start,2016-02-08
89051,244037,Service Start,2015-04-13
83091,163531,Service Start,2014-07-21
83155,204071,Service Start,2014-06-19
107095,210400,Service Start,2016-02-29
74814,129240,Service Start,2015-03-27
84930,251054,Service Start,1998-10-05
88343,156152,Service Start,2013-10-07
9928,169627,Service Start,2014-07-01
14706,241619,Service Start,2000-06-19
84052,131764,Service Start,2005-08-14
98547,158792,Service Start,1994-02-10
77158,238565,Service Start,2011-05-16
39597,192554,Service Start,2004-03-01
101671,215601,Service Start,2016-04-04
119432,190447,Service Start,2000-05-08
13460,169230,Service Start,2012-04-30
51559,198135,Service Start,2015-06-29
84604,200294,Service Start,2007-03-26
77253,190046,Service Start,2006-03-13
109499,175276,Service Start,2007-07-01
103922,220345,Service Start,2006-09-18
83998,157057,Service Start,2004-09-13
32008,210501,Service Start,2016-06-13
6610,252418,Service Start,2016-08-22
85033,238339,Service Start,2000-06-26
117769,154702,Service Start,2014-11-17
10329,169816,Service Start,1995-01-19
75711,147249,Service Start,2009-08-31
123215,131211,Service Start,1998-12-28
13461,165097,Service Start,2013-05-20
8597,220711,Service Start,1995-02-13
20240,233123,Service Start,2006-01-16
44672,143738,Service Start,1998-07-20
63126,189919,Service Start,2001-03-15
101776,156838,Service Start,2005-08-08
56369,252028,Service Start,2008-02-26
82846,261196,Service Start,2007-08-06
60876,181486,Service Start,2003-09-29
118868,229713,Service Start,1989-05-22
104908,217893,Service Start,2008-09-26
47225,208752,Hired - Return to Work,2016-12-04
107438,192361,Service Start,1999-10-15
5661,247318,Service Start,2011-03-07
114777,217055,Service Start,2007-07-01
59360,129856,Service Start,2005-10-03
96498,185120,Service Start,2006-08-29
70015,192152,Service Start,2007-07-01
66195,163186,Service Start,2007-01-01
588,250317,Service Start,1997-10-13
23514,263474,Service Start,2014-10-13
51654,210144,Service Start,2010-04-10
41141,225123,Service Start,1997-03-30
1928,124772,Service Start,2012-01-05
99488,198112,Service Start,2006-06-24
98350,169180,Service Start,2005-08-04
77650,248374,Service Start,2010-05-03
25492,248465,Service Start,2013-12-02
18166,229988,Service Start,2015-04-13
116440,198448,Service Start,2016-03-14
20844,207023,Service Start,2013-10-07
116445,263120,Service Start,2007-04-15
21421,166628,Service Start,1997-12-07
100615,165200,Service Start,2017-01-03
86273,181168,Service Start,2003-08-18
34677,184900,Service Start,2007-05-07
64010,183580,Service Start,2008-02-25
63533,244087,Service Start,2015-02-06
77056,149069,Hired - Return to Work,2014-09-26
42144,198843,Leave Without Pay,2015-10-15
62680,281689,Hired - Return to Work,2015-11-30
114623,191155,Service Start,2016-02-08
96534,164760,Service Start,2005-06-20
34052,244639,Service Start,1998-06-22
87712,233967,Service Start,2004-08-27
77564,138879,Service Start,2006-04-29
62487,175717,Non-Presidential Military Leave (Non-Contributing),2017-06-19
32250,156820,Service Start,2013-07-01
49063,168600,Service Start,2007-07-09
19154,205364,Service Start,2004-09-27
57320,222476,Service Start,2000-07-12
78439,139912,Service Start,2003-01-02
4728,150184,Service Start,2014-11-17
18155,247390,Service Start,1996-08-25
65789,248555,Service Start,2001-04-02
84612,186282,Service Start,2009-11-23
11282,148301,Service Start,2008-06-02
371,182149,Service Start,2012-01-23
112998,126077,Service Start,2013-08-18
66377,132056,Entered Old DROP,2016-06-30
80727,153845,Service Start,2007-05-11
46077,194538,Service Start,2016-12-04
16993,219116,Service Start,2011-06-27
28970,230400,Service Start,1996-01-28
3938,155093,Service Start,2015-10-26
123481,202575,Service Start,2007-06-23
106422,182890,Service Start,2009-01-17
123423,194197,Service Start,2002-03-25
32159,264051,Service Start,2001-03-19
51774,238075,Service Start,2007-07-01
30700,208669,Service Start,2008-02-19
40234,255738,Service Start,2008-05-27
122785,235721,Service Start,2003-08-17
96373,156270,Service Start,2005-10-03
20154,189157,Service Start,2013-01-02
61867,257256,Service Start,2005-10-02
120470,202677,Service Start,2017-02-06
68460,151671,Service Start,2016-06-06
28933,262632,Entered Old DROP,2014-06-25
3697,235363,Service Start,1997-09-02
110904,169140,Service Start,2011-12-19
13878,177486,Service Start,1999-10-25
70110,164447,Entered Old DROP,2017-02-28
44365,261524,Service Start,2014-11-24
24575,239805,Service Start,1995-04-10
79974,174142,Service Start,2016-01-25
116995,189522,Service Start,2016-08-06
54729,232512,Service Start,2017-01-23
99921,194534,Service Start,2015-07-13
39216,242412,Service Start,2003-01-13
110753,156399,Service Start,2005-08-01
24309,144841,Service Start,2006-04-03
57960,133843,Service Start,1998-12-14
93270,156794,Service Start,2004-04-19
7194,156262,Service Start,1998-01-05
64761,215213,Service Start,2014-07-28
50369,166944,Service Start,2017-05-05
32695,260729,Service Start,2010-04-05
33090,169958,Service Start,2006-12-02
59324,243513,Service Start,2000-08-27
50135,247073,Service Start,2013-09-23
71175,266338,Service Start,2014-10-27
27982,165588,Service Start,2016-10-10
53549,203937,Leave Without Pay,2017-07-01
27198,203115,Service Start,2005-03-21
90741,219259,Service Start,2016-01-11
59179,243324,Service Start,2001-07-01
82054,237384,Service Start,2005-05-02
78976,183816,Service Start,2008-01-12
3626,226765,Service Start,2014-10-13
60587,204157,Service Start,2012-03-20
51747,190445,Service Start,2007-02-26
109337,162243,Service Start,2016-10-31
59203,231338,Service Start,2011-09-19
95804,134784,Service Start,2005-03-13
19444,264007,Service Start,2017-05-21
